entry,at,order
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:47:58.026Z,177113807802600
"""八方来财 @ JE0z074xBA"" calls 20",2026-02-15T06:47:56.095Z,177113807609500
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T06:47:54.865Z,177113807486500
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T06:47:53.286Z,177113807328600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:47:52.096Z,177113807209600
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T06:47:40.217Z,177113806021700
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T06:47:37.741Z,177113805774110
"""八方来财 @ JE0z074xBA"" posts a small blind of 10",2026-02-15T06:47:37.741Z,177113805774109
"Your hand is 10♠, 4♣",2026-02-15T06:47:37.741Z,177113805774108
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (3490) | #2 ""小姚阿姨 @ 3w343W1v3j"" (4194) | #3 ""八方来财 @ JE0z074xBA"" (1868) | #4 ""Qitong @ qrks3Lg6bS"" (2795) | #8 ""大炮弟 @ 71ayGh_gzu"" (4665) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (3610)",2026-02-15T06:47:37.741Z,177113805774102
"-- starting hand #97 (id: v4hbuo57rxcb)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T06:47:37.741Z,177113805774101
"The player ""哈哈弟 @ ZFmgLXkPiV"" stand up with the stack of 13378.",2026-02-15T06:47:37.741Z,177113805774100
"-- ending hand #96 --",2026-02-15T06:47:31.739Z,177113805173902
"""Wesley @ 4KT6D07Q4u"" collected 960 from pot with Two Pair, A's & 7's (combination: K♦, 7♠, 7♥, A♦, A♥)",2026-02-15T06:47:31.739Z,177113805173901
"""Wesley @ 4KT6D07Q4u"" shows a 6♦, A♦.",2026-02-15T06:47:31.739Z,177113805173900
"""Qitong @ qrks3Lg6bS"" calls 240",2026-02-15T06:47:30.925Z,177113805092500
"""Wesley @ 4KT6D07Q4u"" bets 240",2026-02-15T06:47:28.824Z,177113804882400
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:47:25.707Z,177113804570700
"River: A♥, 7♠, K♦, 8♥ [7♥]",2026-02-15T06:47:22.501Z,177113804250100
"""Wesley @ 4KT6D07Q4u"" calls 120",2026-02-15T06:47:21.614Z,177113804161400
"""Qitong @ qrks3Lg6bS"" bets 120",2026-02-15T06:47:18.926Z,177113803892600
"Turn: A♥, 7♠, K♦ [8♥]",2026-02-15T06:47:14.894Z,177113803489400
"""八方来财 @ JE0z074xBA"" folds",2026-02-15T06:47:14.025Z,177113803402500
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T06:47:11.878Z,177113803187800
"""Wesley @ 4KT6D07Q4u"" calls 60",2026-02-15T06:47:08.116Z,177113802811600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:47:06.437Z,177113802643700
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T06:47:03.658Z,177113802365800
"""Qitong @ qrks3Lg6bS"" bets 60",2026-02-15T06:46:52.146Z,177113801214600
"""八方来财 @ JE0z074xBA"" checks",2026-02-15T06:46:48.606Z,177113800860600
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:46:44.560Z,177113800456000
"Flop:  [A♥, 7♠, K♦]",2026-02-15T06:46:42.038Z,177113800203800
"""八方来财 @ JE0z074xBA"" checks",2026-02-15T06:46:41.223Z,177113800122300
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T06:46:40.018Z,177113800001800
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T06:46:38.044Z,177113799804400
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T06:46:30.331Z,177113799033100
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T06:46:27.124Z,177113798712400
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T06:46:25.942Z,177113798594200
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T06:46:24.776Z,177113798477600
"""八方来财 @ JE0z074xBA"" posts a big blind of 20",2026-02-15T06:46:22.319Z,177113798231911
"""小姚阿姨 @ 3w343W1v3j"" posts a small blind of 10",2026-02-15T06:46:22.319Z,177113798231910
"Your hand is 7♦, Q♦",2026-02-15T06:46:22.319Z,177113798231909
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (2970) | #2 ""小姚阿姨 @ 3w343W1v3j"" (4214) | #3 ""八方来财 @ JE0z074xBA"" (1888) | #4 ""Qitong @ qrks3Lg6bS"" (3235) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (13398) | #8 ""大炮弟 @ 71ayGh_gzu"" (4665) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (3630)",2026-02-15T06:46:22.319Z,177113798231902
"-- starting hand #96 (id: qdaszslrbogm)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T06:46:22.319Z,177113798231901
"The player ""八方来财 @ JE0z074xBA"" joined the game with a stack of 1888.",2026-02-15T06:46:22.319Z,177113798231900
"-- ending hand #95 --",2026-02-15T06:46:19.412Z,177113797941202
"""大炮弟 @ 71ayGh_gzu"" collected 1010 from pot",2026-02-15T06:46:19.412Z,177113797941201
"Uncalled bet of 757 returned to ""大炮弟 @ 71ayGh_gzu""",2026-02-15T06:46:19.412Z,177113797941200
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:46:18.542Z,177113797854200
"""大炮弟 @ 71ayGh_gzu"" bets 757",2026-02-15T06:46:13.343Z,177113797334300
"The player ""八方来财 @ JE0z074xBA"" sit back with the stack of 1888.",2026-02-15T06:46:08.887Z,177113796888700
"Turn: 5♣, 4♥, J♣ [8♣]",2026-02-15T06:46:08.100Z,177113796810000
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T06:46:07.282Z,177113796728200
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T06:46:02.966Z,177113796296600
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T06:45:52.489Z,177113795248900
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T06:45:50.182Z,177113795018200
"""女神异闻录 @ vYgaUXvtJ2"" calls 200",2026-02-15T06:45:49.062Z,177113794906200
"""大炮弟 @ 71ayGh_gzu"" bets 200",2026-02-15T06:45:44.509Z,177113794450900
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T06:45:40.341Z,177113794034100
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:45:39.206Z,177113793920600
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:45:37.659Z,177113793765900
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T06:45:29.620Z,177113792962000
"Flop:  [5♣, 4♥, J♣]",2026-02-15T06:45:27.973Z,177113792797300
"""大炮弟 @ 71ayGh_gzu"" calls 100",2026-02-15T06:45:27.149Z,177113792714900
"""哈哈弟 @ ZFmgLXkPiV"" calls 100",2026-02-15T06:45:25.642Z,177113792564200
"""Qitong @ qrks3Lg6bS"" calls 100",2026-02-15T06:45:23.905Z,177113792390500
"""小姚阿姨 @ 3w343W1v3j"" calls 100",2026-02-15T06:45:22.378Z,177113792237800
"""Wesley @ 4KT6D07Q4u"" calls 100",2026-02-15T06:45:20.695Z,177113792069500
"""女神异闻录 @ vYgaUXvtJ2"" raises to 100",2026-02-15T06:45:19.148Z,177113791914800
"""大炮弟 @ 71ayGh_gzu"" checks",2026-02-15T06:45:12.569Z,177113791256900
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T06:45:11.251Z,177113791125100
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T06:45:10.097Z,177113791009700
"""大炮弟 @ 71ayGh_gzu"" posts a missed big blind of 20",2026-02-15T06:45:08.069Z,177113790806912
"""大炮弟 @ 71ayGh_gzu"" posts a missing small blind of 10",2026-02-15T06:45:08.069Z,177113790806911
"""小姚阿姨 @ 3w343W1v3j"" posts a big blind of 20",2026-02-15T06:45:08.069Z,177113790806910
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T06:45:08.069Z,177113790806909
"Your hand is K♠, 10♥",2026-02-15T06:45:08.069Z,177113790806908
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (3070) | #2 ""小姚阿姨 @ 3w343W1v3j"" (4314) | #4 ""Qitong @ qrks3Lg6bS"" (3335) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (13498) | #8 ""大炮弟 @ 71ayGh_gzu"" (3965) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (3930)",2026-02-15T06:45:08.069Z,177113790806902
"-- starting hand #95 (id: hxlyrjdwpfn1)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T06:45:08.069Z,177113790806901
"The player ""大炮弟 @ 71ayGh_gzu"" joined the game with a stack of 3965.",2026-02-15T06:45:08.069Z,177113790806900
"""哈哈弟 @ ZFmgLXkPiV"" shows a 5♦, 8♠.",2026-02-15T06:45:04.867Z,177113790486700
"""小姚阿姨 @ 3w343W1v3j"" shows a 10♠, 9♦.",2026-02-15T06:45:04.687Z,177113790468700
"-- ending hand #94 --",2026-02-15T06:45:03.720Z,177113790372002
"""哈哈弟 @ ZFmgLXkPiV"" collected 4400 from pot",2026-02-15T06:45:03.720Z,177113790372001
"Uncalled bet of 2200 returned to ""哈哈弟 @ ZFmgLXkPiV""",2026-02-15T06:45:03.720Z,177113790372000
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T06:45:02.886Z,177113790288600
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T06:44:57.557Z,177113789755700
"""哈哈弟 @ ZFmgLXkPiV"" bets 2200",2026-02-15T06:44:36.829Z,177113787682900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:44:30.906Z,177113787090600
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:44:27.388Z,177113786738800
"River: 9♠, 7♠, 6♣, 4♥ [10♦]",2026-02-15T06:44:19.933Z,177113785993300
"""Qitong @ qrks3Lg6bS"" calls 880",2026-02-15T06:44:19.120Z,177113785912000
"""小姚阿姨 @ 3w343W1v3j"" calls 880",2026-02-15T06:44:17.286Z,177113785728600
"""哈哈弟 @ ZFmgLXkPiV"" bets 880",2026-02-15T06:44:14.821Z,177113785482100
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:44:08.787Z,177113784878700
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:44:06.987Z,177113784698700
"Turn: 9♠, 7♠, 6♣ [4♥]",2026-02-15T06:44:03.256Z,177113784325600
"""Qitong @ qrks3Lg6bS"" calls 420",2026-02-15T06:44:02.426Z,177113784242600
"""小姚阿姨 @ 3w343W1v3j"" calls 420",2026-02-15T06:44:00.300Z,177113784030000
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T06:43:52.645Z,177113783264500
"""哈哈弟 @ ZFmgLXkPiV"" raises to 420",2026-02-15T06:43:51.554Z,177113783155400
"""Qitong @ qrks3Lg6bS"" calls 210",2026-02-15T06:43:47.805Z,177113782780500
"""小姚阿姨 @ 3w343W1v3j"" bets 210",2026-02-15T06:43:46.038Z,177113782603800
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T06:43:41.504Z,177113782150400
"Flop:  [9♠, 7♠, 6♣]",2026-02-15T06:43:35.755Z,177113781575500
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:43:34.944Z,177113781494400
"""哈哈弟 @ ZFmgLXkPiV"" calls 120",2026-02-15T06:43:33.763Z,177113781376300
"""Qitong @ qrks3Lg6bS"" calls 120",2026-02-15T06:43:31.135Z,177113781113500
"""小姚阿姨 @ 3w343W1v3j"" calls 120",2026-02-15T06:43:29.206Z,177113780920600
"""Wesley @ 4KT6D07Q4u"" raises to 120",2026-02-15T06:43:27.054Z,177113780705400
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T06:43:21.158Z,177113780115800
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T06:43:18.414Z,177113779841400
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T06:43:17.288Z,177113779728800
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T06:43:13.618Z,177113779361800
"""Wesley @ 4KT6D07Q4u"" posts a big blind of 20",2026-02-15T06:43:11.855Z,177113779185509
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T06:43:11.855Z,177113779185508
"Your hand is K♦, 4♠",2026-02-15T06:43:11.855Z,177113779185507
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (3190) | #2 ""小姚阿姨 @ 3w343W1v3j"" (5734) | #4 ""Qitong @ qrks3Lg6bS"" (4755) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (10518) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (3950)",2026-02-15T06:43:11.855Z,177113779185502
"-- starting hand #94 (id: mmygphjaslpp)  No Limit Texas Hold'em (dealer: ""哈哈弟 @ ZFmgLXkPiV"") --",2026-02-15T06:43:11.855Z,177113779185501
"The player ""八方来财 @ JE0z074xBA"" stand up with the stack of 1888.",2026-02-15T06:43:11.855Z,177113779185500
"-- ending hand #93 --",2026-02-15T06:43:08.934Z,177113778893402
"""Qitong @ qrks3Lg6bS"" collected 340 from pot",2026-02-15T06:43:08.934Z,177113778893401
"Uncalled bet of 340 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T06:43:08.934Z,177113778893400
"""八方来财 @ JE0z074xBA"" folds",2026-02-15T06:43:08.115Z,177113778811500
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T06:43:07.292Z,177113778729200
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T06:43:06.082Z,177113778608200
"""Qitong @ qrks3Lg6bS"" bets 340",2026-02-15T06:42:56.608Z,177113777660800
"""八方来财 @ JE0z074xBA"" checks",2026-02-15T06:42:51.691Z,177113777169100
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:42:46.616Z,177113776661600
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T06:42:44.442Z,177113776444200
"The player ""大炮弟 @ 71ayGh_gzu"" sit back with the stack of 3965.",2026-02-15T06:42:42.560Z,177113776256000
"Flop:  [5♣, K♠, 3♦]",2026-02-15T06:42:38.106Z,177113775810600
"""八方来财 @ JE0z074xBA"" calls 80",2026-02-15T06:42:37.304Z,177113775730400
"""小姚阿姨 @ 3w343W1v3j"" calls 80",2026-02-15T06:42:35.446Z,177113775544600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:42:33.307Z,177113775330700
"""哈哈弟 @ ZFmgLXkPiV"" calls 80",2026-02-15T06:42:32.102Z,177113775210200
"""Qitong @ qrks3Lg6bS"" raises to 80",2026-02-15T06:42:30.637Z,177113775063700
"""八方来财 @ JE0z074xBA"" calls 20",2026-02-15T06:42:25.305Z,177113774530500
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T06:42:23.727Z,177113774372700
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T06:42:20.000Z,177113774000000
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T06:42:16.214Z,177113773621409
"""哈哈弟 @ ZFmgLXkPiV"" posts a small blind of 10",2026-02-15T06:42:16.214Z,177113773621408
"Your hand is Q♦, 5♥",2026-02-15T06:42:16.214Z,177113773621407
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (3190) | #2 ""小姚阿姨 @ 3w343W1v3j"" (5814) | #3 ""八方来财 @ JE0z074xBA"" (1968) | #4 ""Qitong @ qrks3Lg6bS"" (4495) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (10598) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (3970)",2026-02-15T06:42:16.214Z,177113773621401
"-- starting hand #93 (id: kyam81060xrt)  No Limit Texas Hold'em (dealer: ""Qitong @ qrks3Lg6bS"") --",2026-02-15T06:42:16.214Z,177113773621400
"""八方来财 @ JE0z074xBA"" shows a 2♦, A♦.",2026-02-15T06:42:10.986Z,177113773098600
"""哈哈弟 @ ZFmgLXkPiV"" shows a 8♣, K♦.",2026-02-15T06:42:10.564Z,177113773056400
"-- ending hand #92 --",2026-02-15T06:42:09.210Z,177113772921002
"""小姚阿姨 @ 3w343W1v3j"" collected 1691 from pot with Pair, 7's (combination: 6♥, 8♦, A♣, 7♥, 7♦)",2026-02-15T06:42:09.210Z,177113772921001
"""小姚阿姨 @ 3w343W1v3j"" shows a A♣, 7♥.",2026-02-15T06:42:09.210Z,177113772921000
"""八方来财 @ JE0z074xBA"" checks",2026-02-15T06:42:08.364Z,177113772836400
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:42:06.626Z,177113772662600
"River: 8♦, 7♦, 6♥, 5♠ [2♥]",2026-02-15T06:42:02.331Z,177113772233100
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T06:42:01.446Z,177113772144600
"""八方来财 @ JE0z074xBA"" calls 310",2026-02-15T06:41:54.927Z,177113771492700
"""小姚阿姨 @ 3w343W1v3j"" bets 310",2026-02-15T06:41:53.026Z,177113771302600
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T06:41:46.322Z,177113770632200
"Turn: 8♦, 7♦, 6♥ [5♠]",2026-02-15T06:41:40.159Z,177113770015900
"""八方来财 @ JE0z074xBA"" calls 247",2026-02-15T06:41:39.296Z,177113769929600
"""小姚阿姨 @ 3w343W1v3j"" calls 247",2026-02-15T06:41:37.696Z,177113769769600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:41:35.938Z,177113769593800
"""哈哈弟 @ ZFmgLXkPiV"" bets 247",2026-02-15T06:41:29.921Z,177113768992100
"Flop:  [8♦, 7♦, 6♥]",2026-02-15T06:41:24.115Z,177113768411500
"""哈哈弟 @ ZFmgLXkPiV"" calls 80",2026-02-15T06:41:23.248Z,177113768324800
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T06:41:22.088Z,177113768208800
"""八方来财 @ JE0z074xBA"" calls 80",2026-02-15T06:41:20.366Z,177113768036600
"""小姚阿姨 @ 3w343W1v3j"" calls 80",2026-02-15T06:41:17.871Z,177113767787100
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T06:41:15.898Z,177113767589800
"""女神异闻录 @ vYgaUXvtJ2"" raises to 80",2026-02-15T06:41:13.699Z,177113767369900
"""哈哈弟 @ ZFmgLXkPiV"" posts a big blind of 20",2026-02-15T06:41:09.008Z,177113766900809
"""Qitong @ qrks3Lg6bS"" posts a small blind of 10",2026-02-15T06:41:09.008Z,177113766900808
"Your hand is 10♠, K♠",2026-02-15T06:41:09.008Z,177113766900807
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (3190) | #2 ""小姚阿姨 @ 3w343W1v3j"" (4760) | #3 ""八方来财 @ JE0z074xBA"" (2605) | #4 ""Qitong @ qrks3Lg6bS"" (4505) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (10925) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (4050)",2026-02-15T06:41:09.008Z,177113766900801
"-- starting hand #92 (id: 5jzfg2kogssn)  No Limit Texas Hold'em (dealer: ""八方来财 @ JE0z074xBA"") --",2026-02-15T06:41:09.008Z,177113766900800
"-- ending hand #91 --",2026-02-15T06:41:06.088Z,177113766608802
"""哈哈弟 @ ZFmgLXkPiV"" collected 600 from pot",2026-02-15T06:41:06.088Z,177113766608801
"Uncalled bet of 600 returned to ""哈哈弟 @ ZFmgLXkPiV""",2026-02-15T06:41:06.088Z,177113766608800
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T06:41:05.266Z,177113766526600
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T06:41:00.957Z,177113766095700
"""哈哈弟 @ ZFmgLXkPiV"" bets 600",2026-02-15T06:40:57.521Z,177113765752100
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:40:54.807Z,177113765480700
"Flop:  [7♦, 3♣, 3♠]",2026-02-15T06:40:51.757Z,177113765175700
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T06:40:50.933Z,177113765093300
"""哈哈弟 @ ZFmgLXkPiV"" calls 190",2026-02-15T06:40:44.512Z,177113764451200
"""Qitong @ qrks3Lg6bS"" calls 190",2026-02-15T06:40:39.740Z,177113763974000
"""八方来财 @ JE0z074xBA"" folds",2026-02-15T06:40:33.407Z,177113763340700
"""小姚阿姨 @ 3w343W1v3j"" raises to 190",2026-02-15T06:40:30.686Z,177113763068600
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T06:40:25.286Z,177113762528600
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:40:24.092Z,177113762409200
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T06:40:19.805Z,177113761980500
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T06:40:18.458Z,177113761845809
"""八方来财 @ JE0z074xBA"" posts a small blind of 10",2026-02-15T06:40:18.458Z,177113761845808
"Your hand is 4♥, 9♣",2026-02-15T06:40:18.458Z,177113761845807
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (3210) | #2 ""小姚阿姨 @ 3w343W1v3j"" (4950) | #3 ""八方来财 @ JE0z074xBA"" (2615) | #4 ""Qitong @ qrks3Lg6bS"" (4695) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (10515) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (4050)",2026-02-15T06:40:18.458Z,177113761845801
"-- starting hand #91 (id: bw7asl1vuyz7)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T06:40:18.458Z,177113761845800
"-- ending hand #90 --",2026-02-15T06:40:12.397Z,177113761239702
"""Qitong @ qrks3Lg6bS"" collected 2200 from pot with Two Pair, Q's & 7's (combination: K♣, 7♥, 7♦, Q♣, Q♥)",2026-02-15T06:40:12.397Z,177113761239701
"""Qitong @ qrks3Lg6bS"" shows a Q♣, 7♥.",2026-02-15T06:40:12.397Z,177113761239700
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T06:40:11.593Z,177113761159300
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:40:06.423Z,177113760642300
"River: 5♦, Q♥, 5♥, K♣ [7♦]",2026-02-15T06:39:51.801Z,177113759180100
"""Qitong @ qrks3Lg6bS"" calls 550",2026-02-15T06:39:50.979Z,177113759097900
"""Wesley @ 4KT6D07Q4u"" bets 550",2026-02-15T06:39:45.967Z,177113758596700
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:39:43.070Z,177113758307000
"Turn: 5♦, Q♥, 5♥ [K♣]",2026-02-15T06:39:40.913Z,177113758091300
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T06:39:40.085Z,177113758008500
"""Qitong @ qrks3Lg6bS"" calls 275",2026-02-15T06:39:38.908Z,177113757890800
"""八方来财 @ JE0z074xBA"" folds",2026-02-15T06:39:36.819Z,177113757681900
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T06:39:35.726Z,177113757572600
"""Wesley @ 4KT6D07Q4u"" bets 275",2026-02-15T06:39:33.838Z,177113757383800
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T06:39:28.309Z,177113756830900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:39:26.355Z,177113756635500
"""八方来财 @ JE0z074xBA"" checks",2026-02-15T06:39:23.297Z,177113756329700
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:39:21.436Z,177113756143600
"Flop:  [5♦, Q♥, 5♥]",2026-02-15T06:39:17.752Z,177113755775200
"""哈哈弟 @ ZFmgLXkPiV"" calls 110",2026-02-15T06:39:16.915Z,177113755691500
"""Qitong @ qrks3Lg6bS"" calls 110",2026-02-15T06:39:15.451Z,177113755545100
"""八方来财 @ JE0z074xBA"" calls 110",2026-02-15T06:39:14.068Z,177113755406800
"""小姚阿姨 @ 3w343W1v3j"" calls 110",2026-02-15T06:39:11.976Z,177113755197600
"""Wesley @ 4KT6D07Q4u"" raises to 110",2026-02-15T06:39:10.264Z,177113755026400
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:39:03.674Z,177113754367400
"""哈哈弟 @ ZFmgLXkPiV"" calls 20",2026-02-15T06:38:58.630Z,177113753863000
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T06:38:57.437Z,177113753743700
"""八方来财 @ JE0z074xBA"" posts a big blind of 20",2026-02-15T06:38:54.346Z,177113753434609
"""小姚阿姨 @ 3w343W1v3j"" posts a small blind of 10",2026-02-15T06:38:54.346Z,177113753434608
"Your hand is 2♠, 5♠",2026-02-15T06:38:54.346Z,177113753434607
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (4145) | #2 ""小姚阿姨 @ 3w343W1v3j"" (5060) | #3 ""八方来财 @ JE0z074xBA"" (2725) | #4 ""Qitong @ qrks3Lg6bS"" (3430) | #6 ""哈哈弟 @ ZFmgLXkPiV"" (10625) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (4050)",2026-02-15T06:38:54.346Z,177113753434601
"-- starting hand #90 (id: bgldgyd5npod)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T06:38:54.346Z,177113753434600
"""哈哈弟 @ ZFmgLXkPiV"" shows a 4♠, 4♥.",2026-02-15T06:38:50.000Z,177113753000000
"-- ending hand #89 --",2026-02-15T06:38:47.836Z,177113752783602
"""Wesley @ 4KT6D07Q4u"" collected 2400 from pot with Flush, A High (combination: 5♦, 6♦, 10♦, Q♦, A♦)",2026-02-15T06:38:47.836Z,177113752783601
"""Wesley @ 4KT6D07Q4u"" shows a Q♦, 10♦.",2026-02-15T06:38:47.836Z,177113752783600
"""小姚阿姨 @ 3w343W1v3j"" calls 600",2026-02-15T06:38:47.015Z,177113752701500
"""Wesley @ 4KT6D07Q4u"" bets 600",2026-02-15T06:38:44.070Z,177113752407000
"River: A♠, 5♦, Q♣, 6♦ [A♦]",2026-02-15T06:38:36.998Z,177113751699800
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T06:38:36.178Z,177113751617800
"""哈哈弟 @ ZFmgLXkPiV"" folds",2026-02-15T06:38:26.509Z,177113750650900
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T06:38:24.729Z,177113750472900
"""八方来财 @ JE0z074xBA"" folds",2026-02-15T06:38:23.172Z,177113750317200
"""小姚阿姨 @ 3w343W1v3j"" calls 300",2026-02-15T06:38:21.590Z,177113750159000
"""Wesley @ 4KT6D07Q4u"" bets 300",2026-02-15T06:38:18.957Z,177113749895700
"Turn: A♠, 5♦, Q♣ [6♦]",2026-02-15T06:38:16.121Z,177113749612100
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T06:38:15.294Z,177113749529400
"""哈哈弟 @ ZFmgLXkPiV"" checks",2026-02-15T06:38:12.889Z,177113749288900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T06:38:11.738Z,177113749173800
"""八方来财 @ JE0z074xBA"" checks",2026-02-15T06:38:09.738Z,177113748973800
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T06:38:07.962Z,177113748796200
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T06:38:01.941Z,177113748194100
